Index,YM,Average,CumSumAverage,Month,Year,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Index,D12,E12,b.m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
89.00,193311.00,6.18,94.93,11.00,1933.00,3.57,11.25,9.24,6.84,9.93,3.71,8.07,6.49,-0.55,3.22,9.88,0.445,0.4375,0.833503159,0.0022,0.0454,0.0798,0.0327,0.005923595,0.000183333,0,-0.0149,-0.0248,0.009581576,0,0.108553,0.10207
90.00,193312.00,0.48,95.41,12.00,1933.00,-0.15,9.17,3.7,-7.41,10.38,-0.21,1.4,-10.96,-2.41,1.28,10.1,0.44,0.44,0.829026046,0.0029,0.045,0.0775,0.0336,0.006195828,0.000241667,0,-0.0113,0.0257,0.00559057,0,0.026694,0.02443
91.00,193401.00,30.60,126.01,1.00,1934.00,27.04,39.71,29.73,31.14,35.4,13.45,36.97,28.57,28.15,35.82,11.17,0.4408,0.4442,0.762917366,0.0072,0.0435,0.0701,0.0321,0.003558323,6.00E-04,0,0.0257,0.0257,0.00663891,0,0.115033,0.113644
92.00,193402.00,0.21,126.22,2.00,1934.00,-0.29,3.7,1.08,0.07,-5.08,-2.37,7.74,-3.92,0.24,0.96,10.76,0.4417,0.4483,0.790643727,0.0062,0.042,0.0627,0.0317,0.005594944,0.000516667,0.007575758,0.0081,0.0146,0.005567285,0,-0.03284,-0.037272
93.00,193403.00,0.04,126.26,3.00,1934.00,1.34,-1.55,0.33,-3.06,3.36,-2.25,5.3,-1.9,-1.62,0.41,10.75,0.4425,0.4525,0.802512212,0.0024,0.0413,0.0626,0.0307,0.009606328,2.00E-04,0,0.0197,0.0187,0.006372525,0,0.005355,0.002464
94.00,193404.00,-0.94,125.32,4.00,1934.00,2.44,-7.83,0.19,0.86,-2.22,-1.63,0.67,1.24,-3.14,0.07,10.46,0.4433,0.4567,0.801074734,0.0015,0.0407,0.0601,0.03,0.007828797,0.000125,0,0.0126,0.0104,0.001899187,0,-0.02549,-0.026944
95.00,193405.00,-10.34,114.98,5.00,1934.00,-8.27,-14.63,-12.7,-9.32,-8.7,-7.05,-12.88,-9.77,-10.79,-9.28,9.61,0.4442,0.4608,0.856382979,0.0016,0.0401,0.0605,0.0292,0.007652304,0.000133333,0,0.0131,0.009,0.0073632,0,-0.078497,-0.082255
96.00,193406.00,0.62,115.60,6.00,1934.00,1.76,-5.89,1.41,1.14,4.15,2.14,-0.07,1.4,2.71,-2.56,9.81,0.445,0.465,0.840731071,0.0015,0.0393,0.0606,0.0289,0.00598278,0.000125,0.007518797,0.0067,0.0158,0.006894645,0,0.02408,0.021102
97.00,193407.00,-17.18,98.42,7.00,1934.00,-14.81,-21.41,-19.15,-16.71,-17.1,-9.54,-16.09,-12.43,-22.47,-22.06,8.68,0.4458,0.4692,0.914253265,0.0015,0.0389,0.0613,0.0288,0.002910096,0.000125,0,0.004,0.0047,0.011531331,0,-0.119846,-0.121723
98.00,193408.00,7.39,105.82,8.00,1934.00,7.92,10.11,11.59,8.99,9.89,0.1,8.19,2.43,4.23,10.46,9.15,0.4467,0.4733,0.866896403,0.0019,0.0393,0.0649,0.0299,0.019959008,0.000158333,0,-0.0118,0.0047,0.006501447,0,0.05865,0.051629
99.00,193409.00,-0.67,105.15,9.00,1934.00,-0.69,-3.5,-2.75,-1.7,-0.92,0.09,5.05,-1.42,0.54,-1.35,9.1,0.4475,0.4775,0.870364364,0.0021,0.0396,0.0657,0.031,0.019441144,0.000175,0.014925373,-0.0146,-0.0061,0.004830819,0,-0.000216,-0.003127
100.00,193410.00,-1.90,103.25,10.00,1934.00,-1.96,-1.32,-2.15,-4.16,-0.17,-4.45,5.63,1.82,-7.54,-4.7,8.81,0.4483,0.4817,0.862253642,0.0027,0.039,0.064,0.03,0.02389943,0.000225,-0.007352941,0.0182,0.0102,0.004358161,0,-0.032663,-0.033732
101.00,193411.00,10.36,113.61,11.00,1934.00,10.97,26.93,19.39,7.8,16.39,-0.6,10.92,4.84,0.68,6.31,9.54,0.4492,0.4858,0.782008937,0.0025,0.0386,0.0637,0.0299,0.020713039,0.000208333,0,0.0037,0.0129,0.002025305,0,0.086059,0.080682
102.00,193412.00,0.43,114.04,12.00,1934.00,0.41,5.25,4.26,-0.66,-0.26,2.97,1.67,0.1,-9.03,-0.45,9.5,0.45,0.49,0.773740869,0.0023,0.0381,0.0623,0.0293,0.020814719,0.000191667,-0.007407407,0.0112,0.0101,0.002608946,0,-0.000681,-0.004415
103.00,193501.00,-3.31,110.73,1.00,1935.00,-2.72,-7.51,-2.44,-0.43,-4.88,-3.15,-2.78,-1.53,-3.34,-4.35,9.1,0.45,0.57,0.791621595,0.002,0.0377,0.0598,0.0281,0.020999508,0.000166667,0.014925373,0.0182,0.0211,0.002213604,0,-0.042368,-0.043755
104.00,193502.00,-5.41,105.32,2.00,1935.00,-1.86,-5.54,-4.74,-3.56,-1.26,-3.7,-7.17,-1.05,-15.88,-9.3,8.74,0.45,0.65,0.786286384,0.0019,0.0369,0.0595,0.0275,0.014710781,0.000158333,0.007352941,0.0092,0.0141,0.003279982,0,-0.03684,-0.04266
105.00,193503.00,-4.99,100.34,3.00,1935.00,-8.03,-9.67,-7.84,-7.44,-6.75,-2.18,-6.9,-4.7,11.97,-8.31,8.47,0.45,0.73,0.800754118,0.0015,0.0367,0.062,0.0274,0.0120482,0.000125,0,0.0041,0.0043,0.003972862,0,-0.031454,-0.035324
106.00,193504.00,9.52,109.86,4.00,1935.00,6.43,13.77,10.38,14.3,12.59,10.62,3.14,3.3,10.38,10.32,9.28,0.4467,0.7567,0.737322979,0.0015,0.0366,0.0613,0.0269,0.019095725,0.000125,0.00729927,0.0079,0.0112,0.003162169,0,0.096493,0.095347
107.00,193505.00,3.48,113.33,5.00,1935.00,3.15,-2.56,2.19,-0.48,1.54,5.24,1.43,-1.33,22.72,2.85,9.58,0.4433,0.7833,0.729392625,0.0015,0.0365,0.0594,0.0276,0.019300016,0.000125,0,-0.0057,0.0042,0.002877662,0,0.038135,0.033059
108.00,193506.00,4.48,117.81,6.00,1935.00,2.49,9.16,5.03,0.29,7.5,6.4,3.1,4.04,3.37,3.43,10.23,0.44,0.81,0.681818182,0.0015,0.0361,0.0577,0.027,0.019345852,0.000125,-0.007246377,0.0092,0.0112,0.002810458,0,0.070533,0.067124
109.00,193507.00,11.23,129.04,7.00,1935.00,5.06,20.63,14.45,2.68,14.94,8.57,10.66,10.04,15.39,9.88,11.08,0.44,0.7933,0.639309198,0.0015,0.0356,0.0567,0.0268,0.017409775,0.000125,0,0.0046,0.0111,0.001680048,0,0.083814,0.082471
110.00,193508.00,7.99,137.04,8.00,1935.00,5.61,5.25,5.49,8.46,3.09,5.32,11.79,0.58,20.43,13.92,11.32,0.44,0.7767,0.63368669,0.0016,0.036,0.0558,0.0281,0.004981615,0.000133333,0,-0.0133,-0.0042,0.003774986,0,0.026569,0.022105
111.00,193509.00,2.00,139.03,9.00,1935.00,4.34,12.82,4.36,-2.5,5.02,0.28,-1.54,5.85,-7.79,-0.88,11.59,0.44,0.76,0.611734385,0.002,0.0359,0.0553,0.0282,0.008026621,0.000166667,0,9.00E-04,0,0.002428824,0,0.025526,0.022175
112.00,193510.00,11.20,150.23,10.00,1935.00,5.13,13.62,8.98,10.96,17.21,12.75,10.76,10.08,19.66,2.83,12.46,0.45,0.76,0.577501073,0.002,0.0352,0.0554,0.0279,0.002950727,0.000166667,0,0.0061,0.0042,0.003259193,0,0.071803,0.070634
113.00,193511.00,10.99,161.22,11.00,1935.00,9.42,11.79,12.05,14.57,9.83,8.77,10.93,1.43,1.32,29.75,12.95,0.46,0.76,0.566952368,0.0016,0.0347,0.0543,0.028,0.002219429,0.000133333,0.00729927,0.001,0.0069,0.003149683,0,0.051943,0.04562
114.00,193512.00,6.31,167.52,12.00,1935.00,2.55,6.11,8.26,14.81,9.42,2.44,-0.46,8.48,7.81,3.64,13.43,0.47,0.76,0.559911191,0.0015,0.0344,0.053,0.0276,0.008688835,0.000125,0,0.007,0.0083,0.002897366,0,0.039887,0.036744
115.00,193601.00,13.99,181.52,1.00,1936.00,13.55,10.67,11.65,24.36,10.06,5.36,7.66,13.98,19.55,23.07,14.31,0.48,0.77,0.539835441,0.002,0.0337,0.05,0.0285,0.008907728,0.000166667,0,0.0055,0.0082,0.001867159,0,0.071832,0.070187
116.00,193602.00,2.96,184.48,2.00,1936.00,1.76,10.32,7.02,2.66,3.41,5.31,1.22,1.26,-8.18,4.83,14.55,0.49,0.78,0.529076247,0.002,0.0332,0.048,0.0281,0.013760454,0.000166667,0,0.0081,0.0054,0.002222594,0,0.022461,0.018857
117.00,193603.00,1.60,186.08,3.00,1936.00,-0.77,6.43,0.67,1,0.13,-3.12,3.99,3.47,5.77,-1.56,14.92,0.5,0.79,0.527696047,0.002,0.0329,0.0486,0.0275,0.013456037,0.000166667,-0.007246377,0.0106,0.0082,0.00500448,0,0.024029,0.021457
118.00,193604.00,-11.85,174.23,4.00,1936.00,-10.45,-16.65,-13.16,-12.04,-10.53,-7.86,-11,-14.09,-10.16,-12.51,13.77,0.5167,0.82,0.566348596,0.002,0.0329,0.0491,0.0274,0.019252871,0.000166667,0,0.0035,0.0026,0.005760772,0,-0.077588,-0.078356
119.00,193605.00,5.30,179.53,5.00,1936.00,2.69,4.21,6.03,-1.3,6.68,3.05,7.86,6.25,10.95,6.59,14.4,0.5333,0.85,0.540487421,0.002,0.0327,0.0494,0.0273,0.018627594,0.000166667,0,0.004,0.004,0.002907938,0,0.053106,0.046971
120.00,193606.00,0.77,180.31,6.00,1936.00,0.87,0.91,-1.34,-0.08,0.25,2.72,2.19,0.78,2.08,-0.66,14.84,0.55,0.88,0.523178388,0.002,0.0324,0.049,0.0273,0.02081345,0.000166667,0.00729927,0.0021,0.0082,0.001568495,0,0.032542,0.029509
121.00,193607.00,7.41,187.72,7.00,1936.00,5.59,7.24,9.41,5.54,9.96,2.19,10.71,5.92,10.22,7.33,15.85,0.57,0.9,0.500424603,0.0015,0.0323,0.0484,0.0271,0.021746988,0.000125,0.007246377,0.006,0.0011,0.001568553,0,0.073442,0.072356
122.00,193608.00,1.25,188.97,8.00,1936.00,0.94,2.62,3.37,0.6,0.29,1.33,3.6,-1.07,-1.35,2.19,15.99,0.59,0.92,0.496121234,0.002,0.0321,0.0474,0.0264,0.019666034,0.000166667,0.007194245,0.0111,0.0067,0.002619507,0,0.014124,0.00893
123.00,193609.00,3.40,192.37,9.00,1936.00,2.29,4.6,2.94,6.73,5.23,2.5,6.15,1.06,0.33,2.18,16.01,0.61,0.94,0.491598141,0.0016,0.0318,0.0462,0.0268,0.021398483,0.000133333,0,-0.0031,0.0067,0.001183759,0,0.004817,0.001617
124.00,193610.00,5.79,198.16,10.00,1936.00,5.96,4.41,7.21,8.51,4.88,4.78,8.79,3.54,3.42,6.38,17.21,0.6467,0.9667,0.465707028,0.0013,0.0318,0.0454,0.0269,0.021804227,0.000108333,0,6.00E-04,0.0025,0.002224405,0,0.076281,0.075272
125.00,193611.00,7.17,205.33,11.00,1936.00,9.65,4.34,10.93,8.66,6.71,4.62,15.75,5.46,-2.56,8.18,17.28,0.6833,0.9933,0.450278354,0.0011,0.0315,0.0452,0.0257,0.022840762,9.17E-05,0,0.0205,0.0109,0.0028304,0,0.010666,-0.000321
126.00,193612.00,0.80,206.13,12.00,1936.00,1.01,-4.46,6.22,13.11,-0.68,-3.07,-6.58,-2.45,1.47,3.43,17.18,0.72,1.02,0.458588105,0.0012,0.031,0.0453,0.0255,0.025224722,1.00E-04,0,0.0038,0.001,0.001498375,0,-0.00383,-0.007289
127.00,193701.00,6.69,212.82,1.00,1937.00,5.69,11.27,10.57,7.23,4.88,-0.29,3.95,8.96,7.88,6.78,17.83,0.73,1.05,0.446573563,0.0017,0.031,0.0449,0.0258,0.02500325,0.000141667,0.007142857,-0.0013,0.0024,0.001572549,0,0.036648,0.035916
128.00,193702.00,0.66,213.48,2.00,1937.00,1.3,2.45,2.85,-1.05,1.14,-2.82,3.77,-3.49,-4.17,6.62,18.09,0.74,1.08,0.440775765,0.0015,0.0322,0.0453,0.0253,0.025207677,0.000125,0,0.0086,-0.0046,0.001306789,0,0.018483,0.01535
129.00,193703.00,-1.66,211.83,3.00,1937.00,-0.97,-3.42,1.92,4.85,-4.84,-1.86,-2.75,-3.36,-7.56,1.43,17.92,0.75,1.11,0.458666381,0.0038,0.0332,0.0468,0.0285,0.033506829,0.000316667,0.007092199,-0.0411,-0.0114,0.00311448,0,-0.003511,-0.006242
130.00,193704.00,-9.25,202.58,4.00,1937.00,-8.78,-11.48,-10.36,-8.06,-9.38,-6.81,-10.66,-5.41,-10.07,-11.48,16.43,0.78,1.13,0.490618007,0.0056,0.0342,0.0484,0.0284,0.028107264,0.000466667,0.007042254,0.0039,0.0068,0.005466779,0,-0.080646,-0.08149
131.00,193705.00,-2.51,200.07,5.00,1937.00,-2.2,-3.91,-0.2,-2.57,1.24,-2.69,-4.06,0.28,-6.62,-4.37,16.26,0.81,1.15,0.489382405,0.0041,0.0333,0.0484,0.0282,0.028278063,0.000341667,0.006993007,0.0053,0.004,0.003593072,0.003398385,-0.005699,-0.011686
132.00,193706.00,-7.19,192.88,6.00,1937.00,-6.46,-9.83,-6.31,-6.28,-5.18,-6.07,-5.72,-6.9,-6.85,-12.25,15.4,0.84,1.17,0.504961021,0.0036,0.0328,0.0493,0.0285,0.031266167,3.00E-04,0,-0.0018,0.0053,0.002984171,0.004205943,-0.053803,-0.057853
133.00,193707.00,10.49,203.37,7.00,1937.00,7,14.45,9.9,7.73,9,7.17,9.86,6.2,23.28,10.32,16.98,0.8167,1.1867,0.46464866,0.0028,0.0325,0.0491,0.0277,0.027224932,0.000233333,0.006944444,0.0138,0.0039,0.002982217,0.003629863,0.098991,0.098012
134.00,193708.00,-5.36,198.01,8.00,1937.00,-3.72,-6.23,-5.01,-6.46,-2.03,-2.52,-5.44,-4.45,-10.98,-6.77,16.04,0.7933,1.2033,0.481934502,0.0029,0.0324,0.0492,0.0286,0.031064413,0.000241667,0,-0.0104,-0.0017,0.002140794,0.003325441,-0.051183,-0.056291
135.00,193709.00,-17.70,180.31,9.00,1937.00,-16.88,-21.96,-21.42,-19.22,-20.45,-10.68,-18.56,-12.57,-16.16,-19.13,13.76,0.77,1.22,0.553147441,0.0031,0.0328,0.0516,0.0284,0.035846726,0.000258333,0.006896552,0.0045,0.0025,0.015821146,0.003338534,-0.13961,-0.143683
136.00,193710.00,-8.59,171.72,10.00,1937.00,-8.76,-13.19,-12.68,-6.68,-12.31,-6.74,-8.68,-4.84,-2.64,-9.36,12.36,0.78,1.19,0.617417678,0.002,0.0327,0.0552,0.0283,0.040958564,0.000166667,0,0.0042,0.0067,0.031722241,0.003604956,-0.102722,-0.103703
137.00,193711.00,-10.03,161.69,11.00,1937.00,-10.61,-15.51,-11.05,-11.44,-11.55,-6.64,-14.4,-9.71,0.02,-9.45,11.11,0.79,1.16,0.692419825,9.00E-04,0.0324,0.0582,0.0278,0.042033018,7.50E-05,-0.006849315,0.0096,0.0067,0.021973392,0.002710859,-0.084289,-0.100254
138.00,193712.00,-9.92,151.77,12.00,1937.00,-7.63,-18.12,-8.61,-6.8,-5.92,-6.96,-13.14,-6.68,-12.41,-12.88,10.55,0.8,1.13,0.707488622,0.0011,0.0321,0.0573,0.0273,0.031777728,9.17E-05,-0.006896552,0.0082,0.0067,0.006954963,0.002833122,-0.045828,-0.053019
139.00,193801.00,3.43,155.20,1.00,1938.00,6.44,10.77,2.89,2.68,2.85,2.63,5.94,4.12,-8.03,3.98,10.69,0.7933,1.0767,0.701567244,0.001,0.0317,0.0589,0.0271,0.038804018,8.33E-05,-0.013888889,0.0057,0.0038,0.009751241,0.002773138,0.012163,0.011096
140.00,193802.00,5.68,160.88,2.00,1938.00,4.36,4.28,8.63,6.19,9.94,2.36,4.35,5.23,7.12,4.34,11.34,0.7867,1.0233,0.659518667,8.00E-04,0.032,0.0597,0.0268,0.032249962,6.67E-05,-0.007042254,0.0052,0.001,0.007772491,0.002129031,0.065757,0.061131
141.00,193803.00,-26.85,134.03,3.00,1938.00,-24.14,-32.72,-29.76,-28.2,-29.9,-22.98,-26.44,-16.34,-27.17,-30.81,8.5,0.78,0.97,0.892369884,8.00E-04,0.0322,0.063,0.0273,0.033848125,6.67E-05,0,-0.0037,-0.0087,0.015067942,0.002964826,-0.254106,-0.257951
142.00,193804.00,19.31,153.34,4.00,1938.00,17.16,21.86,21.61,18.46,22.48,16.12,18.64,13.63,21.86,21.28,9.7,0.7667,0.9033,0.79079348,9.00E-04,0.033,0.0647,0.0259,0.027163363,7.50E-05,0.007092199,0.021,0.0138,0.018892725,0.004160963,0.142667,0.140966
143.00,193805.00,-5.42,147.93,5.00,1938.00,-4.99,-12.48,-8.78,-9,-6.6,-0.86,-5.51,-2.38,2.54,-6.13,9.27,0.7533,0.8367,0.819565621,5.00E-04,0.0322,0.0606,0.0257,0.029979947,4.17E-05,-0.007042254,0.0044,0.001,0.007651434,0.005274134,-0.039973,-0.046036
144.00,193806.00,28.08,176.01,6.00,1938.00,23.78,40.26,37.71,28.52,33.88,19.91,30.15,15.38,23.75,27.47,11.56,0.74,0.77,0.659545862,5.00E-04,0.0326,0.0625,0.0259,0.016746675,4.17E-05,0,4.00E-04,0.0095,0.011809309,0.006085903,0.253519,0.249304
145.00,193807.00,10.94,186.95,7.00,1938.00,12.62,19.64,10.6,11.73,13.58,6.24,14.47,6.46,1.07,13,12.4,0.7133,0.72,0.625354108,7.00E-04,0.0322,0.0563,0.0257,0.017057503,5.83E-05,0,0.0043,0.0066,0.006829876,0.005685273,0.074738,0.073872
146.00,193808.00,-5.86,181.09,8.00,1938.00,-6.59,-2.02,-4.94,-10.02,-3.95,-4.6,-5.49,-2.78,-8.89,-9.34,12.06,0.6867,0.67,0.634020248,6.00E-04,0.0318,0.0549,0.0259,0.014310324,5.00E-05,0,0,-0.0019,0.005981568,0.005342044,-0.025901,-0.029465
147.00,193809.00,-1.39,179.69,9.00,1938.00,-2.38,-1.09,-0.89,-1.24,-0.78,-3,-1.11,-1.88,1.28,-2.82,12.24,0.66,0.62,0.624248851,8.00E-04,0.0321,0.0565,0.0259,0.011898215,6.67E-05,0,0.0022,0.0109,0.017046706,0.006128015,0.016932,0.013867
148.00,193810.00,13.45,193.14,10.00,1938.00,11.12,17.99,16.29,6.69,14.38,2.08,13.28,9.67,28.55,14.4,13.17,0.61,0.6267,0.581954788,5.00E-04,0.0315,0.0536,0.0254,0.007934492,4.17E-05,-0.007092199,0.0087,0.008,0.00440443,0.005602846,0.07896,0.0782
149.00,193811.00,-3.65,189.49,11.00,1938.00,-3.67,-5.83,-1.88,-2.8,-4.79,-0.38,-0.93,1.51,-10.3,-7.44,12.73,0.56,0.6333,0.589373915,4.00E-04,0.031,0.0523,0.0257,0.008535267,3.33E-05,0,-0.0022,0.0037,0.004644168,0.005118186,-0.026207,-0.032784
150.00,193812.00,2.32,191.81,12.00,1938.00,-0.46,0.08,5.83,2.47,6.51,0.04,0.58,-0.2,3.59,4.74,13.21,0.51,0.64,0.572039388,3.00E-04,0.0308,0.0527,0.0252,0.005721713,2.50E-05,0,0.008,0.0122,0.00229094,0.004166964,0.04481,0.041538
151.00,193901.00,-6.20,185.60,1.00,1939.00,-4.84,-9.45,-10.26,-8.25,-9.26,-1.89,-3.39,-5.45,-1.52,-7.72,12.3,0.5133,0.6633,0.614218141,3.00E-04,0.0301,0.0512,0.0249,-0.003601364,2.50E-05,0,0.0059,0.0022,0.007295496,0.004310653,-0.070506,-0.071314
152.00,193902.00,4.45,190.06,2.00,1939.00,4.02,5.49,3.82,0.7,3.35,2.93,6.13,4.9,9.35,3.84,12.7,0.5167,0.6867,0.599456891,3.00E-04,0.03,0.0505,0.0245,0.000614935,2.50E-05,-0.007142857,0.008,0.0064,0.003291644,0.002629529,0.039292,0.034357
153.00,193903.00,-15.24,174.82,3.00,1939.00,-12.24,-22.07,-20.99,-14.58,-19.64,-5.59,-13.81,-8.15,-18.14,-17.16,10.98,0.52,0.71,0.660649272,3.00E-04,0.0299,0.0489,0.0237,-0.001260686,2.50E-05,0,0.0125,0.0022,0.008538703,0.002714895,-0.134821,-0.138171
154.00,193904.00,0.61,175.43,4.00,1939.00,1.69,0.39,-0.42,0.45,-0.33,3.34,0.37,-0.24,2.59,-1.75,10.92,0.5233,0.7267,0.678454588,3.00E-04,0.0302,0.0515,0.0229,-0.001883193,2.50E-05,-0.007194245,0.0118,0.0064,0.009203292,0.004123236,-0.006611,-0.007842
155.00,193905.00,8.70,184.12,5.00,1939.00,6.31,7.69,9.7,5.19,10.66,10.45,14.37,6.14,10.04,6.4,11.6,0.5267,0.7433,0.630337241,3.00E-04,0.0297,0.0507,0.0217,-0.002354324,2.50E-05,0,0.0171,0.0049,0.003559092,0.003614611,0.069557,0.06346
156.00,193906.00,-7.72,176.40,6.00,1939.00,-5.24,-11.31,-10,-6.24,-11.68,-7.47,-4.41,-3,-7.65,-10.2,10.86,0.53,0.76,0.666768736,3.00E-04,0.0292,0.0491,0.0221,-8.64E-05,2.50E-05,0,-0.0027,0.0035,0.003202343,0.004162359,-0.06181,-0.065748
157.00,193907.00,13.33,189.73,7.00,1939.00,10.56,18.76,16.86,5.59,17.51,15.31,10.03,8.22,17.86,12.55,12.04,0.54,0.7767,0.607985481,4.00E-04,0.0289,0.0484,0.0213,-0.001562188,3.33E-05,0,0.0113,-7.00E-04,0.004304609,0.003649765,0.11131,0.110355
158.00,193908.00,-10.09,179.63,8.00,1939.00,-8.93,-12.48,-11.63,-6.25,-12.33,-8.33,-11.12,-10.36,-8.41,-11.1,11.18,0.55,0.7933,0.648017261,5.00E-04,0.0293,0.0485,0.0231,-0.003006525,4.17E-05,0,-0.0201,-0.0392,0.007137243,0.007687835,-0.067551,-0.073025
159.00,193909.00,31.32,210.95,9.00,1939.00,36.35,38.69,41.45,71.54,21.99,9.92,13.36,14.89,9.54,55.43,13.02,0.56,0.81,0.580047949,0.0014,0.0325,0.05,0.0278,-0.002109552,0.000116667,0.02173913,-0.0545,0.0151,0.015683907,0.007089187,0.181167,0.177572
160.00,193910.00,0.13,211.08,10.00,1939.00,-0.58,0.84,-1.08,-5.73,-1,3.11,6.26,2.87,0.04,-3.39,12.83,0.58,0.84,0.573479062,5.00E-04,0.0315,0.0488,0.0247,-0.001852788,4.17E-05,-0.007092199,0.041,0.0237,0.001846745,0.006561195,-0.016887,-0.01764
161.00,193911.00,-6.54,204.54,11.00,1939.00,-5.63,-7.31,-9.2,-13.67,-5.24,0.06,-4.5,-3.33,-5.98,-10.61,12.2,0.6,0.87,0.597844739,5.00E-04,0.03,0.0485,0.0236,-0.001699137,4.17E-05,0,0.0162,0.0079,0.001284238,0.006625116,-0.040532,-0.051142
162.00,193912.00,1.37,205.92,12.00,1939.00,3.03,1.92,3.88,-1.41,0.88,5.99,-1.11,0.38,0.8,-0.62,12.49,0.62,0.9,0.58070538,4.00E-04,0.0294,0.0492,0.0226,0.002550784,3.33E-05,0,0.0145,0.0078,0.001073002,0.006074034,0.028177,0.023143
163.00,194001.00,-1.60,204.31,1.00,1940.00,1.2,-2.04,-4.48,-1.1,-1.32,-1.49,-1.05,-1.13,-3.97,-0.65,12.05,0.6233,0.93,0.599325673,1.00E-04,0.0288,0.0486,0.0229,0.007772705,8.33E-06,-0.007142857,-0.0017,0.0049,0.001478046,0.005609759,-0.035927,-0.0368
164.00,194002.00,2.49,206.81,2.00,1940.00,4.71,4.11,3.43,1.4,1.95,4.61,3.73,1.53,-2.07,1.51,12.13,0.6267,0.96,0.594376962,2.00E-04,0.0286,0.0483,0.0228,0.004840262,1.67E-05,0.007194245,0.0027,0.0021,0.000489506,0.005417036,0.013139,0.006917
165.00,194003.00,3.63,210.44,3.00,1940.00,-0.32,5.32,1.95,1,4.93,2.95,6.28,4.87,5.79,3.54,12.25,0.63,0.99,0.647959875,2.00E-04,0.0284,0.048,0.0215,0.005678709,1.67E-05,0,0.0177,0.0049,0.000709112,0.005046031,0.013561,0.010518
166.00,194004.00,0.40,210.83,4.00,1940.00,3.21,-1.68,2.23,3.84,0.16,-1.64,-0.17,1.69,-3.52,-0.16,12.19,0.6367,1.0067,0.644074648,2.00E-04,0.0282,0.0474,0.022,0.005848666,1.67E-05,0,-0.0035,-0.0092,0.001192277,0.002824098,-0.004478,-0.006231
167.00,194005.00,-25.90,184.93,5.00,1940.00,-26.67,-28.02,-26.89,-27.09,-23.88,-23.56,-27.55,-22.32,-25.41,-27.59,9.27,0.6433,1.0233,0.82257787,6.00E-04,0.0293,0.0494,0.0246,0.006610185,5.00E-05,0,-0.0299,-0.0021,0.018668568,0.003136828,-0.23148,-0.239765
168.00,194006.00,8.71,193.64,6.00,1940.00,4.87,8.05,5.42,6.96,3.94,9.79,7.95,3.69,30.29,6.11,9.98,0.65,1.04,0.783221367,0.001,0.0296,0.0511,0.0227,0.006369791,8.33E-05,0.007142857,0.0258,0.0121,0.009797017,0.003512947,0.083035,0.078208
169.00,194007.00,2.76,196.41,7.00,1940.00,1.83,3.58,4.89,2.97,5.09,0.75,5.4,1.51,-2.44,4.06,10.29,0.6567,1.0533,0.757888061,5.00E-04,0.0288,0.048,0.0224,0.008109189,4.17E-05,-0.007092199,0.0052,0.0021,0.001323675,0.003341704,0.03309,0.031914
170.00,194008.00,1.88,198.29,8.00,1940.00,1.51,4.63,2.87,0.49,6.07,2.2,2.83,-0.98,-1.92,1.14,10.56,0.6633,1.0667,0.741775295,4.00E-04,0.0285,0.0476,0.0223,0.009086463,3.33E-05,0,0.0028,7.00E-04,0.003560843,0.003535812,0.035421,0.026631
171.00,194009.00,3.15,201.44,9.00,1940.00,1.98,7.12,5.34,3.09,3.11,1.53,3.97,4.44,-2.08,2.96,10.66,0.67,1.08,0.720747889,5.00E-04,0.0282,0.0466,0.0215,0.009646939,4.17E-05,0,0.011,0.0092,0.002943837,0.00447837,0.014221,0.010096
172.00,194010.00,4.86,206.29,10.00,1940.00,2.21,8.13,6.88,3.58,6.65,6.01,0.73,-0.18,10.32,4.25,11.08,0.67,1.07,0.710199837,2.00E-04,0.0279,0.0456,0.0214,0.009414833,1.67E-05,0,0.0031,0.0049,0.001465061,0.004567586,0.041468,0.04018
173.00,194011.00,-1.52,204.78,11.00,1940.00,0.81,2.44,0.07,1.79,-3.03,-0.36,2.43,-0.49,-17.16,-1.67,10.61,0.67,1.06,0.73521495,2.00E-04,0.0275,0.0448,0.0199,0.010157653,1.67E-05,0,0.0205,0.0063,0.005914211,0.004082229,-0.029431,-0.042997
174.00,194012.00,-1.63,203.14,12.00,1940.00,-2.04,-1.23,-0.22,-0.79,0.5,-1.7,-3.24,-0.68,-2.28,-4.66,10.58,0.67,1.05,0.72904751,2.00E-04,0.0271,0.0445,0.0194,0.012589189,1.67E-05,0.007142857,0.0067,-0.0023,0.000507842,0.004261973,0.002927,-0.00249
175.00,194101.00,-0.27,202.88,1.00,1941.00,1.07,-4.9,-5.2,-3.11,-0.46,0.11,0.36,3.43,-2.48,8.53,10.07,0.6733,1.0533,0.770160316,2.00E-04,0.0275,0.0438,0.0213,0.010853414,1.67E-05,0,-0.0201,6.00E-04,0.001855112,0.003627319,-0.045555,-0.046847
176.00,194102.00,-1.60,201.28,2.00,1941.00,-1.36,-2.86,-2.33,-1.27,0.42,0.22,-4.1,-3.32,0.24,-1.6,9.92,0.6767,1.0567,0.783799295,4.00E-04,0.0278,0.0442,0.0213,0.010770234,3.33E-05,0,0.002,6.00E-04,0.002751814,0.00201359,-0.004729,-0.01257
