"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","YNeg"
4.25,2.86,3.66,3.08,0.13,6.14,3.34,2.01,2.59,2.21,304,8.52,14.42,0.4078923974,0.0567,0.0932,0.1052,0.0877,0.0052024616,0.004725,0.0035366932,0.0098,0.0155,0.0010703865,-0.0017502493,0.05014,0.047654,-3.25
2.79,2.88,4.81,16.34,1.46,5.83,3.91,-0.44,-0.45,2.45,318.66,8.5667,14.9,0.3835432162,0.0569,0.0942,0.1061,0.0907,0.0018821969,0.0047416667,0.0026431718,-0.0178,-0.0119,0.0008181618,-0.0016543335,0.049843,0.047883,-0.74
-6.35,-5.66,-4.17,-7.14,-7.61,-7.01,-7.22,-6.36,-1.58,-4.16,230.3,8.76,16.9533,0.538027324,0.0569,0.1001,0.1123,0.0931,0.0098984399,0.0047416667,0.0008673027,0.0037,0.0125,0.0067855095,-0.0027874932,-0.081874,-0.086541,-1.12
4.3,6.6,5.13,-2.75,5.08,18,1.58,1.44,1.13,1.44,247.08,8.81,17.5,0.5088120155,0.0577,0.1011,0.1129,0.092,0.013274756,0.0048083333,0,0.0165,0.0212,0.006852202,-0.0027006902,0.073922,0.071025,-28.01
5.63,6.71,7.84,7.58,7.32,5.22,8.15,12.55,8.16,8.31,257.07,8.8567,17.8633,0.5037738354,0.0581,0.0988,0.1107,0.0852,0.0084227445,0.0048416667,0.0025996534,0.0666,0.0517,0.0091575845,-0.0024314059,0.042712,0.041086,-6.35
-0.19,0.41,-0.32,1.08,-1.5,2.1,0.59,-0.14,-0.04,0.46,272.02,9.3067,22.0233,0.4739915349,0.0673,0.0996,0.1111,0.0947,-0.0028231284,0.0056083333,0.0042372881,-0.017,-0.0111,0.0019106231,-0.0028339008,-0.004458,-0.007393,-1.04
2.84,2.67,2.87,-4.45,1.9,3.97,4.15,2.12,2.5,1.35,271.91,9.46,22.73,0.4775404537,0.0724,0.0982,0.109,0.0917,-0.0100015137,0.0060333333,0.0067226891,0.0345,0.0326,0.0011927511,-0.0026083753,0.042739,0.040086,-0.19
0.56,-1.63,-1.3,-3.02,-2.93,-0.63,-1.07,-3.92,1.82,-0.83,278.97,9.5567,23.07,0.4695971889,0.0735,0.0951,0.1041,0.0889,-0.0104624725,0.006125,0.0033388982,0.0308,0.0273,0.0016315103,-0.0023128648,0.026891,0.023328,-2.2
5.24,7.09,6.2,8.77,7.33,10.83,5.38,6.45,3.03,6.18,297.47,9.837,24.1533,0.4307694935,0.0827,0.0962,0.1065,0.0903,-0.0223605106,0.0068916667,0.0049792531,0.0203,0.0202,0.0009645843,-0.0025423857,0.072303,0.069633,-4.47
0.58,1,2.58,3.65,1.58,3.56,1.91,1.89,0.4,2.33,351.45,10.612,24.2,0.3927270602,0.079,0.0896,0.0988,0.0841,-0.0248117061,0.0065833333,0.001607717,-0.0259,-0.0163,0.0013804584,-0.0026672979,0.019853,0.015516,-0.33
-0.29,-3.19,-1.28,3.11,-2.62,-0.12,-2.11,0.55,2.97,-1.29,345.99,10.948,23.1433,0.3972257018,0.0769,0.0889,0.0981,0.0808,-0.0270221107,0.0064083333,0.002388535,0.0078,0.007,0.0008448164,-0.0026664039,0.020479,0.016641,-1.15
-1.7,-1.1,-0.99,6.38,-1.46,0.84,-0.62,-1.93,4.39,-3.84,353.4,11.055,22.87,0.3904547436,0.0763,0.0886,0.0982,0.0816,-0.0123231067,0.0063583333,0.0015885624,-6e-04,6e-04,0.0009234427,-0.0029288342,0.022657,0.019988,-6.47
-5.98,-6.12,-5.03,-0.73,-5.07,-10.32,-5.32,-5.58,-4.93,-5.14,329.08,11.1427,22.47,0.4149713959,0.0764,0.0899,0.0994,0.0865,-0.0137919369,0.0063666667,0.0103092784,-0.0343,-0.0191,0.0028921011,-0.0028601947,-0.067661,-0.069407,-0.29
1.22,0.14,2.89,4.78,3.55,0.84,2.58,1.69,1.13,0.81,331.89,11.2303,22.07,0.4091730897,0.0774,0.0922,0.1014,0.0876,-0.0116257085,0.00645,0.0047095761,-0.0025,-0.0012,0.0010085723,-0.0026738677,0.013381,0.008986,-1.7
2.58,2.64,4.45,4.75,4.25,1.34,4.36,4.57,-0.15,-0.07,339.94,11.318,21.67,0.4713339564,0.079,0.0937,0.1021,0.0889,-0.0102754607,0.0065833333,0.00546875,-0.0044,-0.0011,0.0010322537,-0.0023641623,0.026588,0.02436,-5.98
0.51,0.6,-0.41,0.69,1.18,0.29,0.68,5.14,0.32,-0.7,358.02,11.663,21.26,0.4429494323,0.0773,0.0926,0.1022,0.0864,-0.0004741595,0.0064416667,0.0054179567,0.023,0.0216,0.0013508073,-0.0025342714,-0.006754,-0.008921,-1.73
-8.61,-10.97,-7.69,0.96,-9.63,-7.52,-10.53,-8.24,0.72,-8.83,306.05,11.834,21.74,0.520289666,0.0736,0.0956,0.1064,0.0914,0.0013916129,0.0061333333,0.0083586626,0.0117,0.0091,0.001984821,-0.0032591891,-0.048959,-0.051213,-4.27
-5.32,-7.35,-6.36,-10.71,-4.55,-7.78,-7.34,-3.89,2.39,-7.3,304,11.918,21.6067,0.5224519209,0.0717,0.0953,0.1074,0.0898,-0.0004517504,0.005975,0.006028636,0.0215,0.0132,0.0044927894,-0.0026211334,-0.003597,-0.00611,-11.61
3.18,3.07,3.61,-1.67,4.12,6.41,4.88,6.71,3.58,3.61,322.22,12.002,21.4733,0.4985056551,0.0706,0.093,0.1062,0.0858,0.0009277803,0.0058833333,0.002247191,0.0402,0.0285,0.0024399038,-0.0026320853,0.064561,0.059897,-8.61
1.28,-2.43,0.49,-6.99,-0.59,3.85,-0.57,3.48,0.75,-0.73,330.22,12.086,21.34,0.4844968599,0.0674,0.0905,0.1043,0.0844,-0.0018284693,0.0056166667,0,0.0187,0.0167,0.0007945965,-0.0023382328,0.027987,0.024954,-5.32
3.88,1.28,2.09,2.57,4.31,1.41,3.14,6.28,3.51,2.54,395.43,12.2323,18.35,0.4376396373,0.0533,0.0875,0.0965,0.0818,0.0171761329,0.0044416667,0.0029368576,0.034,0.0275,0.0020376667,-0.0020694528,0.023885,0.019912,-2.69
-1.5,-2.2,-2.03,-4.25,-3.7,-5.09,-4,-0.38,1.39,-2.29,375.22,12.227,16.5867,0.4601544903,0.0456,0.0848,0.0945,0.0789,0.0303835153,0.0038,0.0029112082,0.0082,0.0106,0.0020490256,-0.001427475,-0.040214,-0.043973,-0.8
12.13,17.3,13.23,6.67,21.18,5.96,13.17,24.78,-1.76,18.71,408.79,12.2433,16.0433,0.4132296785,0.038,0.082,0.0913,0.0776,0.0316649252,0.0031666667,0.0014503263,-0.0324,-0.0173,0.0008724549,-0.0012723765,-0.018348,-0.019654,-1.5
-0.97,-1.37,0.48,3.77,-1.33,-1.42,-1.44,-1.3,2.9,2.26,415.35,12.3213,16.7633,0.3829985163,0.0363,0.0828,0.0913,0.0781,0.0370813555,0.003025,0.0014336918,0.0243,0.0254,0.0006900329,-0.0015877929,0.00485,0.001087,-0.82
-5.21,-2.35,-4.34,-5.27,-7.46,-0.87,-4.44,-6.1,0.25,-2.15,408.14,12.32,17.05,0.3920423538,0.0366,0.0822,0.0905,0.0765,0.0429366245,0.00305,0.0035790981,0.02,0.0156,0.0007529192,-0.0012735065,-0.01503,-0.017545,-3.31
1.72,0.44,0.89,4.68,1.38,2.49,2.85,3.6,6.84,3.76,424.21,12.345,17.38,0.3833486997,0.0321,0.0807,0.0884,0.0726,0.0413610108,0.002675,0.0021398003,0.0398,0.0308,0.0008974805,-0.0013636615,0.040924,0.039465,-0.97
-2.56,-3.49,-4.34,2.48,-4.39,-3.75,-1.35,-3.84,1.39,-2.29,414.03,12.37,17.71,0.3994050369,0.0313,0.0795,0.0865,0.0725,0.0428274632,0.0026083333,0.0028469751,0.0067,0.009,0.0003695588,-0.0014314693,-0.020615,-0.024214,-5.21
0.76,3,1.16,0.03,3.87,3.06,4.59,3.84,-0.3,1.28,418.68,12.3917,18.39,0.4032511778,0.0286,0.0799,0.0884,0.0741,0.04097304,0.0023833333,0.0035385704,-0.0198,-0.0156,0.0009441488,-0.0009021119,0.004796,0.003455,-2.56
-2.02,-1.91,-1.64,4.01,-3.57,-1.71,-3.07,-4.02,0.81,-0.76,440.19,12.4937,19.67,0.334349806,0.0287,0.0746,0.0814,0.0701,0.039700073,0.0023916667,0.0027855153,0.0072,0.0052,0.0010047977,-0.0014462842,-0.024519,-0.02578,-1.23
-0.5,0.71,1.51,0.56,2.03,12.14,0.62,-0.02,2.81,1.37,450.53,12.523,19.33,0.3259312476,0.0307,0.0733,0.0807,0.0668,0.0410478926,0.0025583333,0.0013869626,0.0449,0.0293,0.0005738167,-0.0017479702,0.003466,0.001095,-2.02
2.3,2.21,5.17,3.86,5.9,13.54,3.07,1.9,3.55,3.59,463.56,12.5203,20.05,0.3138649833,0.0302,0.0685,0.076,0.0623,0.0401659711,0.0025166667,0.0027700831,0.0434,0.0287,0.0002815775,-0.0012521643,0.037431,0.033957,-0.5
1.68,2.62,0.76,1.57,3.33,7.88,3.04,4.49,0.16,3.38,458.93,12.519,20.41,0.3223518215,0.0295,0.0666,0.0734,0.0627,0.0417473699,0.0024583333,0.0020718232,5e-04,0.0043,0.0004706646,-0.0011537305,-0.007582,-0.009842,-0.24
1.48,4.84,6.45,6.64,6.06,3.28,2.45,6.38,0.14,5.27,481.61,12.6203,22.1633,0.2880585672,0.0298,0.0692,0.0765,0.0637,0.0436888228,0.0024833333,0.0027434842,0.0257,0.0202,0.0004234858,-0.0009760773,0.033429,0.031954,-0.72
-0.66,-1.6,-0.31,1.55,-2.12,-2.65,-2.37,-4.52,1.78,-0.69,450.91,12.7497,23.54,0.3036647862,0.0368,0.0788,0.0852,0.0745,0.0398625296,0.0030666667,0.0013586957,-0.015,-0.0097,0.0013736767,-0.0009516278,0.012817,0.011477,-0.27
-1.16,-1.49,0.57,1.29,-1.09,0.05,-2.54,-0.19,-3.68,1.29,456.51,12.7923,24.37,0.2974694757,0.0414,0.0799,0.0862,0.0759,0.0396573234,0.00345,0.0006784261,-0.0082,-0.0062,0.0007504982,-0.0010085097,0.016309,0.012559,-3.15
-2.47,-3.6,-2.37,2.04,-5.45,-2.04,-4.42,-5.28,-2.05,-0.9,444.27,12.835,25.2,0.3084170767,0.0414,0.0797,0.0865,0.0774,0.0340103517,0.00345,0.0033898305,-0.01,-0.0081,0.0007971036,-0.0009657219,-0.024762,-0.027113,-0.66
1,1.1,3.07,0.66,2.28,4.04,0.68,-0.51,2.85,0.96,458.25,12.8643,25.91,0.2969853808,0.0433,0.0811,0.088,0.0746,0.0312202246,0.0036083333,0.0027027027,0.0363,0.0309,0.0003272701,-0.0006430939,0.032714,0.031381,-1.16
5.02,3.39,3.93,-0.15,6.13,4,4.17,6.91,0.94,2.47,475.5,12.8937,26.62,0.2856838193,0.0448,0.0807,0.0874,0.0761,0.0287150331,0.0037333333,0.0040431267,-0.0086,-0.0031,0.0005603787,-0.0009749581,0.041341,0.03799,-2.47
-2.2,-2.43,0.26,-3.04,1.32,-1.99,-4.83,-4.29,0.72,-0.52,459.27,13.17,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.016595794,0.0046666667,0,0.0161,0.0157,0.0007049267,-0.0005760069,0.014955,0.012419,-0.43
1.58,-1.17,1.25,-0.87,3.87,3.5,2.2,7.36,4.01,4.01,470.42,13.17,31.25,0.2908537344,0.0571,0.0846,0.0908,0.078,0.0150940789,0.0047583333,0.004008016,0.0273,0.0256,0.0002893889,-0.0007797873,0.026,0.024348,-4.1
3.11,2.62,3.06,3.01,4.7,3.55,1.8,2.66,2.59,3.18,487.39,13.17,31.9,0.2787300356,0.0577,0.0826,0.0885,0.0758,0.0145332524,0.0048083333,0.003992016,0.0287,0.0289,0.0004724322,-0.0007155156,0.039228,0.036328,-2.2
4.55,5.7,5.54,2.82,9.98,7.39,4.5,9.85,-0.48,5.04,562.06,13.4323,34.68,0.2771603672,0.0542,0.0741,0.0804,0.0691,0.0070594239,0.0045166667,0,-0.0168,-0.0101,0.0007732246,-0.0002910918,0.033405,0.032023,-0.42
-0.41,-1.78,-0.17,4.39,-1.23,0.98,-2.59,7.25,3.72,1.31,615.93,13.788,33.96,0.2550263829,0.0514,0.0682,0.0749,0.0603,0.0155268465,0.0042833333,-0.0006510417,0.0272,0.0228,0.0008205431,-0.0001466042,0.017643,0.015809,-5.2
1.38,2.82,2.95,3.3,0.28,0.29,1.33,9.49,1.7,3.32,636.02,13.8933,33.9867,0.2418771721,0.05,0.0681,0.0747,0.0609,0.0161312454,0.0041666667,0.0058631922,-0.0011,0.0014,0.0013839441,-5.31418e-05,0.034861,0.033415,-0.18
3.14,2.85,2.86,2.99,6.86,7.75,4,5.26,-0.29,2.32,640.43,13.9987,34.0133,0.2378947371,0.0483,0.0699,0.0763,0.0659,0.0168058204,0.004025,0.003238342,-0.0483,-0.0373,0.0012676223,-0.0002278549,0.010088,0.007689,-0.41
4.18,4.32,3.61,4.64,4.72,6.03,4.56,5.37,4.11,4.49,651.99,14.5337,35.6367,0.2380611179,0.0505,0.0746,0.0818,0.0726,0.0308658156,0.0042083333,0.001910828,-0.0139,-0.007,0.0011215051,-0.0003522358,0.021928,0.019589,-2.82
1.66,2.37,2.87,5.16,4.59,2.1,1.22,3.97,1.21,2.93,687.31,14.664,36,0.2272973181,0.0509,0.0766,0.0835,0.0704,0.0295555316,0.0042416667,0.0031786395,0.029,0.0259,0.0006862354,-0.0005386936,0.056035,0.054112,-8.85
-2.48,0.09,1.09,-0.38,-2.29,-5.02,-2.38,1.01,0.91,0.15,740.74,14.899,38.73,0.2073427297,0.0491,0.072,0.0789,0.0673,0.0241008722,0.0040916667,0,-0.0256,-0.0186,0.001709075,-0.0003967552,-0.019815,-0.021518,-2.16
1.03,-0.18,-1.64,-9,-6.54,-4.18,-1.08,-1.36,-0.71,1.68,790.82,15.0057,39.7367,0.1943954108,0.0501,0.0731,0.0794,0.0694,0.0228851457,0.004175,0.0031426776,5e-04,0.0028,0.00147476,-0.0013029057,0.007752,0.0058,-2.48
6.5,7.1,10.22,8.97,14.69,12.38,7.36,10.26,3.83,6.29,848.28,15.127,40.4467,0.1928785879,0.0505,0.0758,0.082,0.0701,0.0132653849,0.0042083333,-0.0006242197,0.0097,0.0128,0.0020074201,-0.0008784074,0.061401,0.059272,-4.12
3.25,4.89,4.69,3.35,2.4,8.97,4.48,2.7,3.04,5.57,885.14,15.161,40.55,0.184287615,0.0493,0.0741,0.0802,0.0688,0.0108474777,0.0041083333,0.0012492192,0.0195,0.0187,0.0019744425,-0.0006620977,0.044103,0.042762,-2.75
-4.02,-4.49,-4.45,-5.14,-8,-1.23,-5.6,-6.83,8.57,2.17,970.43,15.497,39.72,0.1788008842,0.0516,0.0676,0.0732,0.0602,0.0155787276,0.0043,-0.0012383901,0.0184,0.0163,0.0022493911,-0.000888779,0.017147,0.0157,-3.9
-0.4,2,1.54,-6.19,3.29,4.76,1.51,2.27,-4.04,1.05,980.28,15.545,39.66,0.1788402734,0.0504,0.0661,0.0719,0.0589,0.0137581612,0.0042,0.0018598884,0.02,0.0137,0.0024688899,-0.0007004554,0.011994,0.01108,-1.05
7.74,8.11,6.56,2.71,7.88,9.31,6.5,4.83,2.04,5.67,1049.34,15.593,39.6,0.1654630971,0.0509,0.0667,0.0725,0.0599,0.0120735181,0.0042416667,0.0018564356,-0.0072,-7e-04,0.0010533641,-0.000804846,0.071956,0.070303,-4.02
2.79,6.16,3.82,3.33,4.62,7.24,6.43,3.71,4.87,5.59,1101.75,15.641,39.54,0.181140396,0.0503,0.0672,0.0732,0.0602,0.0165051128,0.0041916667,0.0018529957,0.0025,0.0038,0.0011367878,-0.0007397901,0.051336,0.050104,-0.4
-5.14,-7.07,-7.07,-14.44,-7.69,1.45,-5.05,-5.45,-4.48,-4.05,1120.67,16.0143,38.6767,0.1794381089,0.0496,0.0655,0.0715,0.0584,0.0253622873,0.0041333333,0.0012269939,-0.004,-0.0056,0.0022281428,-0.0023045245,-0.010109,-0.011112,-2.74
-16.9,-19.12,-18.74,-22.96,-23.76,-24.19,-21.31,-24.66,-1.26,-18.7,957.28,16.0787,38.3833,0.2114320916,0.049,0.0652,0.0714,0.0547,0.0285296741,0.0040833333,0.0012254902,0.0465,0.0089,0.0093340166,-0.0018568563,-0.143124,-0.144504,-3.06
-0.46,3.73,0.23,13.17,5.89,4.85,0.09,7.57,8.34,3.67,1017.01,16.143,38.09,0.2032484042,0.0461,0.064,0.0709,0.0517,0.0240925221,0.0038416667,0.0012239902,0.0395,0.0413,0.0099709513,-0.0016339078,0.063176,0.061612,-5.14
2.14,4.6,4.92,1.08,6.81,4.22,4.67,4.98,0.75,1.11,1098.67,16.1603,37.9633,0.1855190768,0.0396,0.0637,0.0718,0.054,0.0207492147,0.0033,0.0024449878,-0.0218,-0.019,0.0051715952,-0.0013748512,0.080111,0.079144,-16.9
6.37,7.29,4.88,-11.8,17.28,10.67,15.02,7.22,1.76,4.49,1163.63,16.1777,37.8367,0.1748468445,0.0441,0.0641,0.0734,0.0535,0.0220123421,0.003675,0,0.0097,0.027,0.0019367347,-0.0012152598,0.062164,0.060685,-0.46
6.2,12.55,13.11,14.76,9.02,21.31,7.93,3.21,5.99,7.29,1335.18,16.4487,39.26,0.1568258764,0.0429,0.0664,0.0748,0.0594,0.0251891382,0.003575,0.0072727273,0.0021,-0.0024,0.0027266469,-0.0012580821,0.037559,0.036771,-2.69
4.04,6.61,2.77,0.03,6.96,2.71,2.45,5.89,6.92,1.5,1301.84,16.4483,40.14,0.1602311354,0.045,0.0693,0.0772,0.0615,0.025905064,0.00375,0,-0.0185,-0.0176,0.0030856384,-0.0011522804,-0.023159,-0.024833,-5.37
-2.95,-5.65,-3.75,-0.1,1.94,1.08,-2.78,-1.35,-2.53,-2.94,1282.71,16.641,43.96,0.1636844982,0.0468,0.0739,0.082,0.0646,0.0204568067,0.0039,0.0047875524,0.0084,0.0093,0.0027049454,-0.0009857026,-0.028079,-0.029257,-1.46
-0.95,-3.16,-3.41,-6.75,4.49,8.86,-3.2,-2.71,2.02,-0.03,1362.93,16.658,45.3633,0.1576906607,0.0486,0.0755,0.0838,0.0651,0.0205190335,0.00405,0.0017867778,-0.0012,0.0047,0.0048759339,-0.0005150403,0.064238,0.063512,-6
-0.2,3.88,2.92,-1.32,28.93,14.4,6.92,13.21,-2.49,2.85,1388.91,16.675,46.7667,0.1555459671,0.0507,0.0736,0.0815,0.0662,0.0183527546,0.004225,0.0005945303,-0.0061,-0.0024,0.0013542581,0.0001107107,0.020822,0.019547,-2.95
0.33,3.02,4.48,0.65,25.3,20.49,2.2,15.82,-1.76,1.62,1469.25,16.692,48.17,0.1471672594,0.052,0.0755,0.0819,0.0682,0.0179602357,0.0043333333,0,-0.0155,-0.0102,0.0011487717,6.4278e-05,0.062579,0.061549,-0.95
1.69,3.91,3.28,7.49,12.27,4.21,0.76,24.04,2.38,-0.74,1394.46,16.7153,49.0967,0.15465416,0.0532,0.0778,0.0833,0.0666,0.0254341626,0.0044333333,0.0029708853,0.0228,-0.0021,0.005206354,0.0006223722,-0.049606,-0.050273,-0.2
2.4,2.54,3.42,3.54,17.27,10.41,1.95,19.12,-3.02,2.49,1454.6,16.704,51.92,0.1567779616,0.0569,0.0767,0.0848,0.0622,0.0072026759,0.0047416667,0.0052478134,0.0244,0.0326,0.0023597429,-0.0002467433,0.026219,0.025497,-4.39
0.56,-1.36,-0.73,-6.34,-8.23,-9.72,-2.69,-2.45,5.25,1.84,1430.83,16.585,52.5133,0.155674151,0.0596,0.0765,0.0835,0.0611,0.004733518,0.0049666667,0.0023201856,0.0173,0.0179,0.0020654712,7.159e-06,-0.012795,-0.013559,-1.65
-6.94,-12.24,-8.44,-4.94,-26.63,-27.39,-10.16,-13.72,3.81,-5.7,1314.95,16.2963,51.2333,0.1572808929,0.0617,0.0745,0.0828,0.0576,0.0011692937,0.0051416667,0.0005747126,0.0319,0.0263,0.0032724371,-0.0018525551,-0.078268,-0.079557,-0.52
-0.8,-1.91,1.53,24.93,-9.57,-5.51,-3.79,-3.65,8.24,2.76,1320.28,16.271,50,0.1518515036,0.0577,0.0721,0.0802,0.0558,-0.0022506275,0.0048083333,-0.0005743825,0.0243,0.027,0.0052993586,-0.000524853,0.00572,0.004861,-4.42
18.58,20.79,16.5,0.46,46.59,53.13,27.78,22.06,-7.14,15.58,1366.01,16.1717,48.48,0.1504496662,0.0515,0.0715,0.0793,0.0562,-0.003181855,0.0042916667,0.0063218391,5e-04,0.0359,0.0049410477,-0.0015650504,0.032375,0.031555,-6.94
-0.76,-1.98,-2.93,1.24,-21.72,-20.08,-2.87,-9.21,2.94,-2,1239.94,16.0723,46.96,0.1560700913,0.0488,0.071,0.0787,0.0549,-0.0068447052,0.0040666667,0.0039977156,0.0191,0.0127,0.0025284469,-0.0022728464,-0.090952,-0.092131,-0.8
3.74,8.79,5.9,7.77,14.22,3.07,5.73,12.55,3.92,4.17,1249.46,15.8773,42.5567,0.1224969006,0.0387,0.072,0.0807,0.0593,-0.002542961,0.003225,0.0039727582,-0.0313,-0.0128,0.0074262097,-0.0010245789,0.077825,0.076981,-0.76
7.05,8.2,6.09,4.63,4.3,0.38,8.52,13.56,1.14,7.07,1255.82,15.7817,39.6733,0.120510188,0.0362,0.0729,0.0807,0.0594,-0.0002489117,0.0030166667,0.004522329,0.0037,0.0132,0.0025362471,-0.0011840987,0.00687,0.00533,-2.88
3.74,4.86,3.63,11.9,20.7,6.22,4.49,11.88,0.14,1.72,1059.78,15.7373,27.1033,0.1449013996,0.0216,0.0703,0.0791,0.0506,0.0107491048,0.0018,-0.003365115,0.0464,0.0437,0.0032497575,-0.0013347395,0.019542,0.018547,-0.92
4.98,9.16,6.14,-5.24,15.23,15.51,8.91,7.12,0.53,5.62,1139.45,15.7387,25.8967,0.1334813667,0.0187,0.0697,0.0781,0.0553,0.0111616549,0.0015583333,-0.0016882386,-0.0471,-0.0188,0.0021893512,-0.0010598798,0.078787,0.077259,-11.71
0.09,0.26,-1.08,4.71,0.53,1.62,-1.65,-0.66,3.17,0.95,916.07,15.879,28.94,0.284411556,0.0162,0.0637,0.0758,0.051,0.0247145618,0.00135,0.0033314825,0.0464,0.0452,0.0094092779,-0.0029084989,0.007061,0.005401,-4.26
-8,-7.96,-9.38,-5.13,-14.32,-11.02,-7.8,-8.7,-7.34,-5.41,815.29,15.799,30.04,0.3245551555,0.0163,0.0615,0.074,0.048,0.0292450837,0.0013583333,0.0016602103,0.0417,0.033,0.0073660612,-0.0032126151,-0.108965,-0.110421,-9.98
8.49,9,10.02,2.95,26.98,26.05,9.87,11.36,3.34,6.78,936.31,15.9823,28.4067,0.2769754993,0.0123,0.0631,0.0762,0.0521,0.0228760544,0.001025,0,-0.0122,0.013,0.0044490811,-0.0041663869,0.059019,0.057288,-8
-2.85,-4.51,-3.71,4.39,-3.1,-5.49,-4.51,-2.67,-3.98,-1.56,841.15,16.174,29.41,0.3122513206,0.0117,0.0595,0.0706,0.0472,0.0278719086,0.000975,0.0077050083,0.0329,0.0264,0.0025641601,0,-0.015246,-0.017225,-1.84
0.38,-4.09,-1.11,-0.85,1,0.93,0.63,4.83,3.85,1.84,848.18,16.224,30.32,0.2861177008,0.0113,0.0589,0.0695,0.0486,0.0240580381,0.0009416667,0.0060076461,-0.0135,-0.008,0.0061361326,0,0.010308,0.008967,-2.05
7.95,10.09,8.01,1.43,12.62,15.04,10.07,15.46,9.39,8.29,916.92,16.2043,31.73,0.2696540306,0.0113,0.0574,0.0685,0.0481,0.0199302422,0.0009416667,-0.0021715527,0.0102,0.0229,0.0030648283,0,0.082774,0.081462,-2.85
2.68,3.85,6.45,8.02,1.35,-2.06,3.46,-0.09,2.68,2.53,1140.84,18.602,56.15,0.279631603,0.0127,0.0601,0.0678,0.0532,0.0144974259,0.0010583333,0.0031729244,0.0121,0.0093,0.0007707514,0,0.019488,0.018019,-0.19
1.61,0.63,4.63,12.58,4.59,1.48,4.18,4.22,1.68,3.62,1114.58,19.163,57.77,0.2894853015,0.0165,0.0546,0.0627,0.0488,0.0091354844,0.001375,0.0021108179,0.0096,0.0101,0.0007056802,0,0.010817,0.009347,-5.07
1.71,-0.34,0.15,2.54,3.56,2.88,2.41,-1.17,2.42,2.39,1130.2,19.256,58.03,0.2910095966,0.0176,0.0547,0.0621,0.0478,0.0074307183,0.0014666667,0.0052659294,0.0154,0.0164,0.0012304868,0,0.014973,0.013699,-2.1
-1.73,-6.81,-1.28,-0.01,-4.53,-4.2,0.55,-7.3,-0.24,-2.22,1180.59,20.225,60.22,0.3198568893,0.0274,0.054,0.0606,0.0488,0.0091349962,0.0022833333,0.0078206465,-0.0072,-0.0125,0.0008598957,0,-0.01724,-0.018729,-0.57
4.22,5.79,4.08,5.43,6.87,2.37,6.32,4.96,4.72,3.87,1191.5,20.6917,62.2467,0.3209655046,0.0284,0.0515,0.0601,0.044,0.0058796602,0.0023666667,-0.0010277492,0.0297,0.0295,0.0008593927,0,0.031994,0.030156,-1.73
4.09,5.07,2.67,13.34,1.99,3.32,4.01,3.3,4.39,2.96,1191.33,20.925,63.26,0.3269790569,0.0297,0.0496,0.0586,0.0429,0.0053629347,0.002475,0.0005144033,0.0167,0.0141,0.0005421326,0,0.001717,0.000139,-2.92
-4.14,-5.45,-4.4,-10.02,-3.09,-5.76,-2.24,-4.63,-6.32,-1.09,1207.01,21.7193,67.59,0.3218081871,0.0371,0.0535,0.063,0.0484,0.0057613025,0.0030916667,0.0020120724,-0.0196,-0.0204,0.0018179843,0,-0.015673,-0.016698,-2.91
1.9,2.63,4.37,1.43,5.16,2.03,4.94,2.31,0.59,3.47,1249.48,21.9677,68.71,0.3109143456,0.0388,0.0542,0.0639,0.0481,0.0057814093,0.0032333333,-0.0080321285,0.0076,0.0099,0.0005398964,0,0.038289,0.035675,-1.47
-0.84,-0.09,2.17,3.48,1.31,-0.23,0.72,0.07,-0.04,0.6,1248.29,22.216,69.83,0.3134779566,0.0389,0.0537,0.0632,0.0461,0.0030790439,0.0032416667,-0.004048583,0.0267,0.0225,0.0004330003,0,-6e-05,-0.001396,-4.14
1.71,0.1,0.37,-11.67,0.92,0.78,1.2,2.2,0.88,0.57,1280.66,22.5947,71.7233,0.3056103611,0.0443,0.0535,0.0627,0.0457,0.0020687703,0.0036916667,0.0020171457,0.0238,0.0128,0.000648551,0,0.002425,0.000167,-0.84
-2.82,-5.91,-4.53,-0.41,-5.39,-3.14,-3.81,-4.69,5.57,-2.34,1276.66,23.6567,75.85,0.3138521753,0.0495,0.0585,0.0676,0.0518,-0.0023461659,0.004125,0.0029571217,0.0199,0.0237,0.0014516649,0,0.005571,0.00451,-2.81
2.18,-0.5,1.68,-3.72,4.38,3.16,1.05,3.65,2.07,1.25,1303.82,23.8763,77.21,0.3084617987,0.0496,0.0568,0.0659,0.0496,-0.0084559353,0.0041333333,0.001965602,0.0299,0.0361,0.0004692383,0,0.02415,0.021679,-0.09
1.44,2.68,0.24,-8.83,1.12,2.96,4.66,-0.45,-2.11,1.61,1335.85,24.096,78.57,0.3005932835,0.0481,0.0551,0.0643,0.0484,-0.0094131847,0.0040083333,-0.0049043649,0.017,0.0183,0.0005133772,0,0.026487,0.025296,-2.82
-0.03,0.76,2.51,5.39,3.24,-0.82,-0.96,3.07,2.27,0.44,1526.75,26.978,78.6007,0.2392074367,0.0389,0.0574,0.0659,0.0489,-0.0130641053,0.0032416667,0.0027559074,0.0012,0.0135,0.0018684314,0,0.037468,0.035923,-6.01
