"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","Ypos"
7.11,7.23,8.91,0.27,8.27,8.25,8.55,11.85,2.75,7.26,136,6.28,14.58,0.9249205574,0.1336,0.1333,0.1534,0.1248,0.0279393407,0.0111333333,0.0068259386,0.0384,0.0311,0.0020759591,0.0004488745,0.038285,0.035426,3.88
4.14,5.15,2.62,-7.41,6.24,3.24,5.25,7.14,-1.66,3.03,132.81,6.3167,14.7233,0.9305938361,0.1369,0.1388,0.1556,0.1332,0.027352052,0.0114083333,0.006779661,-0.0518,-0.0769,0.0008320089,0.000415848,-0.020211,-0.021967,1.48
3.07,3.09,2.32,1.82,7.73,6.61,2.27,3.72,2.05,1.75,132.59,6.3533,14.8667,0.9362238467,0.163,0.1432,0.1595,0.1265,0.028844656,0.0135833333,0.0078563412,0.0622,0.0595,0.0009216926,-3.183e-07,0.006539,-0.001124,7.11
1.87,0.79,-0.62,-7.18,-5.59,-1.84,1.75,-2.14,3.3,0.19,131.21,6.39,15.01,0.9504749816,0.1473,0.1375,0.158,0.1304,0.0278934748,0.012275,0.008908686,-0.0179,0.0023,0.0009955356,-5.70271e-05,-0.008255,-0.01118,4.14
-1.44,-1.47,-2.49,4.71,-5.7,-1.54,-3.07,-4.24,1.33,-2.14,130.92,6.4333,15.0967,0.9749669236,0.1495,0.1438,0.1617,0.137,0.0255902546,0.0124583333,0.0110375276,-0.0353,-0.0372,0.0011029937,-0.000324294,0.000714,-0.000946,3.07
-5.84,-8.75,-8.07,-8.41,-12.26,-8.86,-6.3,-11.01,-0.39,-6.44,122.79,6.4767,15.1833,1.0533540563,0.1551,0.1489,0.1634,0.1445,0.0269917876,0.012925,0.0076419214,-0.0386,-0.0345,0.0018249363,-0.0008086402,-0.05554,-0.063659,1.87
-0.57,-2.1,-1.23,-6.15,-1.84,-1.15,-0.97,-1.68,-2.5,-2.22,122.55,6.63,15.36,1.0611428571,0.1085,0.1423,0.1655,0.1334,0.0119096731,0.0090416667,0.0032017076,-0.0713,-0.058,0.0009058379,-0.0012794664,-0.027059,-0.029745,5.87
-0.05,0.27,-1.58,-7.44,-0.78,-3.53,-0.87,-0.77,0.6,-2.13,120.4,6.66,15.1767,1.0658936976,0.1228,0.1518,0.171,0.1415,0.010700506,0.0102333333,0.0031914894,0.0046,-0.0129,0.0025218906,-0.001882769,-0.015367,-0.016874,2.36
-1.22,-3.09,-3.25,-1.84,-3.47,-3.84,-1.23,-3.71,-0.1,-2.41,111.88,6.78,14.3833,1.1904238963,0.1209,0.1426,0.1664,0.1358,-0.0009581844,0.010075,0.009483667,0.0034,0.0245,0.0008548065,-0.0021173595,-0.029505,-0.039834,0.73
-0.5,-0.44,-3.16,-10.41,-4.99,-2.87,-0.76,-2.9,-1.5,-3.25,109.61,6.81,14.17,1.2015814171,0.1247,0.1481,0.1692,0.1412,0.0012130304,0.0103916667,0.012526096,-0.0223,-0.0468,0.0014902941,-0.0021779315,-0.015779,-0.018934,5.82
11.33,15.5,11.64,8.37,18.52,12.75,13.42,15.5,6.2,13.47,133.71,6.8567,13.2533,0.983745412,0.0771,0.1212,0.1473,0.1112,0.0065578321,0.006425,0.0030643514,0.0634,0.0759,0.0061259788,-0.0018347028,0.113863,0.111235,4.01
9.73,11.97,9.6,-5.89,14.4,14.2,10.98,14.87,1.88,10.57,138.54,6.8633,12.9467,0.9387268109,0.0807,0.1168,0.143,0.1125,0.0009581552,0.006725,-0.0020366599,-2e-04,0.0201,0.0054916514,-0.0018583802,0.045754,0.037554,6.83
1.99,1.12,3.01,-1.54,4.22,-0.58,2.72,4.06,2.76,1.87,140.64,6.87,12.64,0.9322147266,0.0794,0.1183,0.1414,0.1095,0.0029900535,0.0066166667,-0.0040816327,0.0312,0.0108,0.0024902422,-0.0013463488,0.016835,0.014676,11.33
6.93,12.08,9.78,16.51,16,17.61,8.31,12.43,4,10.58,145.3,6.8833,12.5667,0.9069443153,0.0786,0.1179,0.1394,0.1113,0.0021947601,0.00655,0.0020491803,-0.0309,-0.0094,0.0032808725,-0.0013635098,0.035293,0.033317,9.73
7.51,8.46,6.4,-5.95,9.05,2.41,8.53,8.44,2.4,4.95,148.06,6.8967,12.4933,0.8768492387,0.0811,0.1201,0.1395,0.106,0.0003558813,0.0067583333,0.0010224949,0.0492,0.0428,0.0019116158,-0.0013809871,0.025733,0.018539,1.99
7.06,4.95,3.99,2.66,2.59,3.94,8.9,6.07,0.73,6.45,152.96,6.91,12.42,0.7800677858,0.0835,0.1173,0.1361,0.1083,0.0059935424,0.0069583333,0,-0.0094,0.0072,0.0015718242,-0.0012148534,0.03547,0.032459,6.93
7.73,9.38,6.34,8.45,6.92,4.48,9.79,8.62,4.37,9.16,164.42,6.92,12.4767,0.7188876203,0.0821,0.1151,0.1329,0.1051,0.0066268443,0.0068416667,0.0071501532,0.035,0.0548,0.0014237777,-0.0008706069,0.075719,0.074655,7.51
6.17,9.15,8.4,16.66,12.11,8.38,8.84,8.13,3.99,8.52,162.39,6.93,12.5333,0.7345955766,0.0819,0.1146,0.1309,0.1112,0.0104289126,0.006825,0.0060851927,-0.0386,-0.0324,0.0010846241,-0.0006398717,-0.005687,-0.0121,7.06
5.71,7.28,4.28,4.77,6.29,3.13,7.33,5.7,-0.14,4.03,168.11,6.94,12.59,0.721382042,0.0879,0.1174,0.1337,0.1119,0.015826551,0.007325,0.0030241935,0.0039,-0.0046,0.0013991481,-0.0008278121,0.03697,0.033719,7.73
-0.61,-2.66,-1.31,1.24,-6.07,-5.56,-1.49,-6.93,1.83,-1.39,162.56,6.96,12.8267,0.7350611231,0.0908,0.1215,0.1339,0.1198,0.0253802086,0.0075666667,0.0040201005,-0.0486,-0.0455,0.002292858,-0.0012450162,-0.031238,-0.032321,6.17
-2.51,-6.8,-3.08,-1.92,-5.33,-5.57,-4.53,-4.25,2.02,-1.5,164.4,6.98,13.0633,0.7248223918,0.0934,0.1251,0.1364,0.121,0.0194746307,0.0077833333,0.003003003,0.002,0.0051,0.0013690311,-0.0013006754,0.015864,0.009484,5.71
4,5.94,4.88,-3.94,5.03,3.11,3.21,0.48,0.54,2.67,166.4,7.06,13.7867,0.6908198931,0.0876,0.1241,0.1361,0.1176,0.0266006322,0.0073,0.001980198,0.0183,0.0142,0.0008362863,-0.0015962358,0.023846,0.017363,1.97
1,-1.39,0.61,5.89,-2.33,0.09,-2.65,-1.77,2.31,0.81,163.41,7.12,14.44,0.7221976437,0.089,0.122,0.1365,0.118,0.0306992598,0.0074166667,0.005923001,0.0244,0.027,0.0007946188,-0.0020953326,-0.003898,-0.005657,4
1.61,1.66,2.07,1.53,-0.37,-2.15,0.58,0.23,-0.02,0.3,159.18,7.18,15.26,0.7624754269,0.0952,0.1257,0.1399,0.1253,0.0240667404,0.0079333333,0.001953125,-0.0156,-0.0235,0.0013545869,-0.0020079516,0.017295,0.013714,1
-3.03,-6.25,-5.35,-4.16,-6.45,-4.16,-3.8,-7.71,0.98,-5.38,150.55,7.2667,15.8867,0.803910033,0.0983,0.1328,0.1474,0.1381,0.0214737726,0.0081916667,0.0029097963,-0.0516,-0.0483,0.0009330486,-0.0017415154,-0.053131,-0.059544,1.61
6.84,9.44,10.25,5.87,11.83,7.04,9.66,12.79,6.93,7.3,166.68,7.3567,16.44,0.7254283801,0.1047,0.1287,0.1463,0.127,-0.0031377994,0.008725,0.0038424592,0.0266,0.0307,0.0031268328,-0.0014445113,0.112438,0.105753,2.04
-0.66,-2.73,-1.67,-9.97,-4.25,-2.38,-2.91,-2.03,3.29,-0.56,166.09,7.43,16.5867,0.7356424655,0.0974,0.1263,0.1394,0.1173,-0.0135284804,0.0081166667,0.0028571429,0.0561,0.0572,0.0012918608,-0.0018743573,0.003331,0.000216,6.84
-1.26,-2.77,-2.98,-5.41,-5.63,-2.78,-3.88,-5.03,2.87,-2.5,163.58,7.48,16.6133,0.7470519959,0.0861,0.1229,0.1348,0.1169,-0.0218772065,0.007175,0,0.0118,0.0212,0.0010202833,-0.001626786,-0.009841,-0.01495,0.82
4.1,2.39,3.5,6.87,5.88,7.72,5.11,7.66,1.27,4.41,181.19,7.6167,16.4733,0.6917391609,0.0827,0.1213,0.1323,0.1209,-0.0245189175,0.0068916667,0.0047393365,-0.0493,-0.0373,0.0007453029,-0.0015429552,0.014166,0.008886,1.58
0.04,-3.41,-2.56,-0.26,-4.52,4.67,-1.1,-2.09,5.49,0.63,180.66,7.66,16.39,0.7236457791,0.0852,0.1256,0.1369,0.1181,-0.0248157693,0.0071,0.0037735849,0.0307,0.0179,0.0008022605,-0.0018750597,-0.000636,-0.00398,8.47
-1.38,-2.63,-2.08,-1.78,-4.42,-1.46,-1.25,-0.02,2.31,0.29,179.83,7.6867,16.13,0.7286615901,0.0795,0.1223,0.1351,0.1162,-0.022411793,0.006625,0.0046992481,0.0242,0.0296,0.0004598982,-0.0020781902,-0.003704,-0.005413,4.1
4.11,-0.07,2.49,-2.77,0.71,4.35,3.3,3.3,5.28,3.12,189.55,7.7133,15.87,0.6968929839,0.0748,0.1172,0.1315,0.1062,-0.0254809306,0.0062333333,0.0037418148,0.0896,0.082,0.0008338607,-0.0021886417,0.06274,0.056847,0.04
1.29,1,3.65,-0.44,2.85,2.76,0.96,0.91,-2.75,2.28,190.92,7.7733,15.4833,0.6803220899,0.0708,0.1097,0.1243,0.1091,-0.024638663,0.0059,0.0018587361,-0.018,-0.0121,0.0007186333,-0.0021281896,-0.003321,-0.005235,4.11
2.02,-1.35,-1.38,-1.15,-1.87,-0.03,-1.86,-1.55,1.88,0.96,188.63,7.8067,15.3567,0.687176258,0.0714,0.1105,0.125,0.1068,-0.0242274732,0.00595,0.0018552876,0.0259,0.026,0.0006297046,-0.0022594762,-0.006473,-0.011871,1.93
-3.52,-4.41,-5,-6.64,-8.28,-7.95,-5.13,-7.13,-3.62,-5.32,182.08,7.84,15.23,0.6899588298,0.071,0.1107,0.1248,0.1082,-0.0312943542,0.0059166667,0.0027777778,-0.0021,0.0071,0.0008658483,-0.0021212744,-0.033248,-0.036197,1.29
3.51,2.21,1.67,-1.21,0.85,0.77,0.58,2.41,4.75,2.79,189.82,7.86,15.0233,0.6670256347,0.0716,0.1102,0.1236,0.1051,-0.0270693422,0.0059666667,0.0036934441,0.0338,0.0329,0.0009117579,-0.001917188,0.045079,0.042653,2.02
4.51,2.71,4.27,-8.68,3.93,0.13,3.67,3.92,4.07,3.59,211.28,7.9,14.61,0.5926926882,0.071,0.1016,0.1158,0.0956,-0.0194650815,0.0059166667,0.0027522936,0.0541,0.0469,0.001230101,-0.001721356,0.048156,0.045156,3.51
3.72,4.12,2.7,-0.6,4.26,2.24,3.86,4.94,3.96,6.4,211.78,7.94,14.58,0.5835173999,0.0707,0.1005,0.1144,0.0958,-0.0191717774,0.0058916667,0.0027447392,-0.0025,0.0045,0.0019201437,-0.0018472645,0.004706,0.002962,5.77
6.97,10.23,7.37,-7.32,5.71,4.98,7.14,3.81,6.13,8.32,226.92,7.98,14.55,0.5363767217,0.0706,0.0967,0.1111,0.0841,-0.0179142569,0.0058833333,-0.0027372263,0.1145,0.0752,0.0010893091,-0.0019917179,0.076525,0.071556,4.51
6.83,7.06,5.9,-1.52,2.97,6.92,5.76,10.02,4.1,4.67,238.9,8.02,14.52,0.5196276277,0.0656,0.09,0.105,0.0766,-0.0164196221,0.0054666667,-0.0045745654,0.077,0.0256,0.0013737528,-0.0019183155,0.055832,0.05332,3.72
1.63,2.59,0.5,-1.15,2.73,2.38,2.23,0.79,-0.52,1.72,235.52,8.0467,14.5833,0.5297144587,0.0606,0.0879,0.1019,0.0782,-0.0245847833,0.00505,-0.0018382353,-0.008,0.0016,0.0024589753,-0.0022293278,-0.013348,-0.015054,6.97
5.03,1.75,2.94,4.96,3.02,4.06,6.02,4.57,3.4,3.44,247.35,8.0733,14.6467,0.5035407708,0.0615,0.0909,0.1029,0.0848,-0.0218719553,0.005125,0.0027624309,-0.0505,-0.0164,0.0013699394,-0.0022166983,0.055326,0.050804,6.83
3.15,-0.34,0.07,-0.18,-2.45,0.62,3.09,2.41,4.92,1.46,250.84,8.1,14.71,0.4992814574,0.0621,0.0913,0.1034,0.079,-0.0122932373,0.005175,0.0055096419,0.0613,0.0218,0.0015965679,-0.002562187,0.015744,0.01331,1.63
-5.57,-9.39,-8.21,-9.83,-10.23,-4.23,-9.26,-8.67,3.2,-6.33,236.12,8.1433,14.7567,0.5323014009,0.0583,0.0888,0.1016,0.0809,-0.0112860333,0.0048583333,0,-0.0108,0.0031,0.0024158617,-0.0023567229,-0.057541,-0.059378,5.03
2.2,-0.78,1.4,8.59,1.2,-1.39,-0.39,0.21,6.69,2.13,252.93,8.1867,14.8033,0.497803344,0.0553,0.0872,0.1018,0.0763,-0.0096769523,0.0046083333,0.001826484,0.0499,0.0275,0.0012606214,-0.0026330017,0.074417,0.070076,3.15
3.67,3.67,2.14,-0.75,2.91,5.21,3.5,3.57,5.04,1.78,243.98,8.2467,14.7267,0.5032458023,0.0518,0.0886,0.1024,0.0803,-0.0080245039,0.0043166667,0.000907441,0.0289,0.0189,0.0009906128,-0.0022567755,0.056538,0.053813,2.2
-3.37,-2.95,-2.88,-2.95,-4.37,-3.59,-4.98,-5.25,-2.93,-3.43,242.17,8.28,14.48,0.4984308658,0.0553,0.0849,0.0997,0.0789,-0.0113759993,0.0046083333,0.0009057971,-0.0018,0.0117,0.0012623237,-0.0022403247,-0.027513,-0.030174,3.67
9.55,10.99,12.76,20.08,14.28,13.01,8.12,12.15,7.97,10.89,274.08,8.3,14.6867,0.4378973513,0.0543,0.0836,0.0972,0.0778,-0.0058406587,0.004525,0.0063348416,0.0161,0.0216,0.0024782853,-0.0020474996,0.135183,0.133724,0.69
3.96,2.25,4.12,13.78,0.8,6.54,1.82,3.09,-0.15,2.77,291.7,8.34,15.1,0.4280402137,0.0559,0.0836,0.0961,0.0795,-0.0022174302,0.0046583333,0.0044802867,-0.0223,-0.0087,0.001971102,-0.0020372883,0.026336,0.023832,9.55
-3.25,-1.02,-1.85,3.41,-0.52,-2.59,-2.99,-2.51,-4.42,-2.72,288.36,8.4,14.8733,0.4314718592,0.0564,0.0885,0.1004,0.0859,0.0044930045,0.0047,0.005352364,-0.0473,-0.0502,0.0041938375,-0.0017254676,-0.009045,-0.011093,7.12
-0.74,1.87,1.47,7.69,0.43,1.78,-1.3,-1.22,-0.95,-0.83,290.1,8.46,14.6467,0.4304908862,0.0566,0.0933,0.1051,0.088,0.0069409582,0.0047166667,0.0035492458,-0.0105,-0.0052,0.002489211,-0.001669804,0.009128,0.005199,3.96
2.52,2.78,1.89,-4.37,1.87,1.32,1.79,-0.09,2.3,2.18,329.8,8.6133,15.38,0.37045382,0.0604,0.0967,0.108,0.0936,0.0019974361,0.0050333333,0.0052724077,-0.0165,-0.0075,0.001776142,-0.001639377,0.039108,0.035441,4.25
-1.12,-0.72,-0.11,-4.38,-0.82,-1.76,-3.05,-2.1,-2.31,-1.83,321.83,8.66,15.86,0.3799667216,0.064,0.1018,0.1131,0.0992,0.0063503319,0.0053333333,0.0052447552,-0.0369,-0.0422,0.0025348271,-0.002827205,-0.02194,-0.024079,2.79
-28.01,-31.56,-29.91,-25.83,-31.62,-25.29,-29.61,-32.67,-10.45,-24.85,251.79,8.71,16.4067,0.4948508425,0.0613,0.1052,0.1162,0.0926,0.0104777401,0.0051083333,0.0026086957,0.0623,0.0507,0.0709451038,-0.0029006428,-0.215795,-0.217944,2.52
8.39,8.69,7.83,3.29,6.79,9.92,9.18,7.47,2.22,4.82,267.82,8.9033,18.2267,0.4761973721,0.0566,0.094,0.1062,0.0854,0.0087922636,0.0047166667,0.0025929127,0.0052,0.0138,0.0019673518,-0.0024640666,0.047445,0.040574,4.3
3.96,5,5.07,5.78,3.69,2.61,4.48,6.1,-0.74,2.18,258.89,8.95,18.59,0.5075299538,0.057,0.0939,0.1057,0.0901,0.0060800302,0.00475,0.0043103448,-0.0307,-0.0188,0.0016591879,-0.0025722006,-0.030847,-0.033368,5.63
2.4,1.82,2.38,3.1,1.74,2.66,1.79,1.54,0.33,0.05,261.33,9.0433,19.6167,0.4964744899,0.0591,0.0967,0.109,0.0929,0.0050636719,0.004925,0.0051502146,-0.016,-0.0149,0.0034595789,-0.0028162559,0.010516,0.008773,8.39
-1.04,-1.24,-1.29,-1.01,-3.39,-3.69,-1.05,-2.26,1.89,-1.71,262.16,9.1367,20.6433,0.4967702548,0.0626,0.099,0.1104,0.0952,0.0013473054,0.0052166667,0.0034158839,-0.0102,-0.0057,0.0025557475,-0.002696618,0.008012,0.002882,3.96
3.67,6.29,6.24,-0.02,6.3,8.89,5.32,5.05,3.66,4.52,273.5,9.23,21.67,0.4711188723,0.0646,0.0986,0.11,0.0917,-0.0053979214,0.0053833333,0.0042553191,0.0368,0.0379,0.0023613319,-0.002646697,0.047676,0.045068,2.4
-2.2,-2.51,-3.16,-1.79,-3.45,-3.83,-1.75,-1.92,-0.17,-1.71,261.52,9.3833,22.3767,0.4966406615,0.0706,0.1011,0.1121,0.095,-0.0062397522,0.0058833333,0.0042194093,0.0058,0.0054,0.0013903256,-0.0028375883,-0.032488,-0.03729,3.67
-4.47,-5.79,-3.65,-3.47,-5.28,-1.81,-3.95,-6.8,-0.2,-3.56,273.7,9.6533,23.41,0.4771791101,0.0776,0.0945,0.1048,0.0923,-0.0077649556,0.0064666667,0.0008319468,-0.0196,-0.0169,0.001348001,-0.002435042,-0.014355,-0.01977,2.84
3.24,1.11,3.46,1.69,3.75,4.96,1.54,2.92,1.24,0.71,277.72,9.75,23.75,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.0214057475,0.006725,0.0016625104,0.011,0.0039,0.000628121,-0.0022913172,0.018553,0.015184,0.56
0.95,0.75,0.96,-0.22,-1.29,1.14,0.43,-1.16,-0.89,1.19,288.86,9.924,24.5567,0.4467784572,0.0853,0.0964,0.1061,0.0935,-0.024823372,0.0071083333,0.0041288192,-0.0179,-0.0129,0.0011760704,-0.0022795386,-0.025031,-0.029187,3.24
4.36,1.15,1.97,5.7,0.91,4.09,2.05,2.14,0.1,0.79,294.87,10.011,24.96,0.4686914136,0.0882,0.098,0.1067,0.0929,-0.0231021339,0.00735,0.0057565789,0.0122,0.0064,0.0012864514,-0.0023804474,0.023038,0.02044,5.24
4.65,1.29,3.87,3.14,3.14,8.96,4.15,4.45,2.91,2.25,309.64,10.13,25.0467,0.4444352572,0.0865,0.0979,0.1061,0.0918,-0.0228019666,0.0072083333,0.0065412919,0.0159,0.0213,0.0009556104,-0.0026446865,0.051707,0.049899,0.95
3.36,2.52,2.53,1.5,2.68,6.63,3.63,4.53,4.72,2.21,320.52,10.249,25.1333,0.4334415257,0.0843,0.0957,0.1046,0.0878,-0.0280362535,0.007025,0.0056864338,0.0401,0.0379,0.0010730567,-0.0027039558,0.041022,0.035451,4.36
-0.33,-2.72,-1.65,-2.44,-2.11,-0.13,-2.39,-5.03,2.43,0.08,317.98,10.368,25.22,0.440562937,0.0815,0.091,0.1003,0.0821,-0.0239366405,0.0067916667,0.0024232633,0.055,0.0395,0.0014295365,-0.0026943259,-0.005611,-0.00794,4.65
5.44,6.45,2.8,4.55,0.55,4.42,2.13,4.68,4.73,3.01,346.08,10.49,24.71,0.404035089,0.0788,0.0893,0.0987,0.0801,-0.0285255915,0.0065666667,0.0024174053,0.0238,0.0178,0.0010188229,-0.0025756293,0.090053,0.088194,3.36
-1.15,-0.11,0.12,1.92,0.39,1.04,-0.8,2.74,0.29,0.26,349.15,10.734,23.69,0.3992097504,0.0775,0.0901,0.0991,0.0847,-0.0257365885,0.0064583333,0.0032102729,0.0019,0.004,0.0005502051,-0.0027566186,-0.004004,-0.006616,5.44
-6.47,-7.27,-5.96,-3.21,-4.05,-6.67,-6.79,-4.72,-0.14,-5.27,340.36,10.841,23.4167,0.4064149288,0.0764,0.0892,0.0981,0.081,-0.0243398197,0.0063666667,0.0048,0.0379,0.0276,0.0056359504,-0.0025489149,-0.023639,-0.025668,0.58
-1.73,-2.82,-1.63,-4.57,-1.97,-2.77,-2.7,-0.88,-4.66,-3.42,330.8,11.433,21.5333,0.480284256,0.0777,0.0946,0.103,0.0924,-0.0101328264,0.006475,0.0015540016,-0.0202,-0.0191,0.0009667888,-0.0023237108,-0.024504,-0.026508,1.22
3.27,2.08,5.22,4.05,7.59,9.23,5.49,8.13,3.79,2.01,361.23,11.548,21.3967,0.4435699735,0.0774,0.0947,0.1041,0.0883,-0.0019611745,0.00645,0.0023273856,0.0415,0.0385,0.0013614738,-0.002431405,0.097419,0.092408,2.58
-4.27,-5.2,-2.04,4.06,-5.15,-7.04,-4.22,-0.6,0.37,-3.57,356.15,11.72,21.42,0.4392124466,0.0762,0.0924,0.102,0.086,0.004918902,0.00635,0.0038491147,0.0107,0.0102,0.001298437,-0.0034740157,-0.004454,-0.006508,3.27
-11.61,-16.34,-12.3,3.34,-14.38,-15.71,-13.67,-10.46,-5.08,-11.35,322.56,11.777,21.58,0.4880735629,0.0745,0.0941,0.1041,0.092,0.0014768042,0.0062083333,0.009202454,-0.0419,-0.0292,0.0058277873,-0.0038832506,-0.090801,-0.094897,0.51
8.91,7.74,8.8,-1,15.91,5.21,10.49,13.39,-0.48,7.22,343.93,12.094,21.2067,0.4663077997,0.0622,0.0904,0.1045,0.0837,0.0006487724,0.0051833333,0.0059790732,0.013,0.015,0.0031935916,-0.0022499869,0.045001,0.043063,3.18
10.4,13.98,11.73,10.27,14,12.79,13.31,21.21,5.5,15.26,367.07,12.102,21.0733,0.4427204408,0.0594,0.0883,0.1007,0.0841,0.0011789768,0.00495,0.0014858841,0.003,0.0121,0.0024312988,-0.0022466856,0.071565,0.067371,1.28
5.92,9.64,5.98,1.72,11.72,6.85,10.25,15.9,1.93,7.17,375.22,12.11,20.94,0.4571255997,0.0591,0.0893,0.1009,0.0844,0.003262045,0.004925,0.0014836795,0.0038,0.0108,0.001375058,-0.0024701057,0.024354,0.022312,8.91
2.14,1.42,2.05,2.28,5.2,10.8,2.74,4.16,0.3,3.12,375.35,12.1223,20.43,0.4612395987,0.0565,0.0886,0.0994,0.0837,0.0057407705,0.0047083333,0.0014814815,0.014,0.0138,0.0020727894,-0.0023251798,0.002268,0.000214,10.4
2.34,6.13,3.99,0.32,1.76,-4.54,4.92,6.14,2.03,2.75,389.83,12.1347,19.92,0.4399669694,0.0546,0.0886,0.0986,0.0845,0.0067987809,0.00455,0.0029585799,0,0.0039,0.001585206,-0.0026470033,0.04293,0.038759,5.92
-2.69,-2.74,-3.41,-4.85,-5.82,-5.29,-1.86,-4.24,-2.86,-2.89,371.16,12.147,19.41,0.458243743,0.0557,0.0901,0.0996,0.086,0.0140821721,0.0046416667,0.0029498525,-0.0063,-0.0018,0.0011798794,-0.0023828567,-0.045357,-0.047498,2.14
2.38,0.09,3.03,9.06,3.84,1.47,2.9,7.81,3.01,2.91,387.81,12.1897,18.88,0.4403567816,0.0558,0.09,0.0989,0.085,0.0146768432,0.00465,0.0014705882,0.0157,0.0167,0.0011053405,-0.0021621899,0.046526,0.044799,2.34
-0.8,4,-0.49,0.26,1.65,4.29,0.58,7.5,2.78,-0.75,387.86,12.275,17.82,0.441531837,0.0522,0.0861,0.0951,0.079,0.0229915359,0.00435,0.0043923865,0.0303,0.0271,0.00047469,-0.0017709068,-0.016861,-0.019061,2.38
1.92,2.41,2.9,0.77,3.07,6.79,0.29,10.61,1.02,1.29,392.46,12.251,17.2033,0.4340034538,0.0499,0.0855,0.0949,0.0791,0.0252184874,0.0041583333,0.0014577259,0.0054,0.0043,0.0011256383,-0.0021871421,0.013458,0.011899,3.88
4.2,2.01,4.06,-6.57,3.89,2.55,3.72,10.78,3.47,3.63,417.09,12.203,15.97,0.4203444173,0.0407,0.0831,0.0926,0.073,0.0315377294,0.0033916667,0.0007256894,0.0581,0.0436,0.0020495219,-0.0012532164,0.114089,0.111476,1.92
6.12,11,5.47,2.66,8.38,1.33,6.48,-0.96,0,6.98,412.7,12.2837,16.1167,0.4076305252,0.0384,0.0829,0.0923,0.0777,0.0332842419,0.0032,0.0036205648,0.0051,0.0096,0.0009132361,-0.0013307521,0.012865,0.009442,4.2
-0.82,-0.62,0.75,-3.98,-1.94,-1.62,0.6,-7.12,-0.6,-0.21,403.69,12.324,16.19,0.4021060342,0.0404,0.0835,0.0925,0.0797,0.0416282636,0.0033666667,0.0050505051,-0.0094,-0.0073,0.0004697601,-0.0012508721,-0.01947,-0.021873,12.13
-3.31,-3.25,-2.66,-0.19,-5.43,-1.96,-5.34,-11.48,0.99,-1.12,414.95,12.3227,16.4767,0.3873034718,0.0375,0.0833,0.0921,0.0803,0.0383939214,0.003125,0.0014357502,0.0016,0.0016,0.0016610518,-0.0015031952,0.028614,0.027157,6.12
1.03,-0.77,1.02,6.36,1.87,1.96,2.29,-1.5,0.85,1.46,417.8,12.395,18.04,0.3976569721,0.0291,0.0792,0.0862,0.071,0.0411349836,0.002425,0.0028388928,0.0185,0.0099,0.0008722118,-0.0010761546,0.01134,0.008916,1.72
7.59,8.38,7.31,-0.73,10.81,7.95,9.22,12.29,0.59,5.62,431.35,12.3883,18.74,0.3936264585,0.0313,0.081,0.0896,0.0748,0.0378707236,0.0026083333,0.0014104372,0.001,0.0069,0.0005080996,-0.0008360582,0.033794,0.030069,1.03
1.42,6.83,3.26,0.74,5,4.19,3.59,0.95,2.55,5.17,435.71,12.385,19.09,0.3941096142,0.0322,0.0798,0.0881,0.0726,0.03871373,0.0026833333,-0.0007042254,0.0246,0.0228,0.00047154,-0.0011115236,0.01338,0.011197,0.76
5.19,10.41,6.64,7.36,7.17,6.92,5.89,3.23,2.51,9.19,438.78,12.4163,19.34,0.3930481045,0.03,0.0791,0.0867,0.0725,0.0416392231,0.0025,0.0049330514,0.028,0.025,0.0003488457,-0.0015522385,0.007282,0.005964,7.59
-1.23,-1.63,0.7,7.15,-2.78,2.5,-3.64,-12.75,5.13,0.68,443.38,12.4477,19.59,0.3859601969,0.0293,0.0771,0.0839,0.0698,0.0406155681,0.0024416667,0.0035063114,0.0354,0.0256,0.0011468722,-0.0014793405,0.013526,0.010361,1.42
3.21,4.56,2.1,8.95,0.87,7.05,3.1,0.13,3,3.78,451.67,12.479,19.84,0.3336135264,0.0295,0.0758,0.0815,0.0702,0.0369950189,0.0024583333,0.0034940601,0.0021,0.0025,0.0010047233,-0.0016690258,0.021202,0.018578,5.19
3.86,5.59,3.84,5.5,6.69,7.94,4.92,6.36,1.17,1.79,450.19,12.5083,19.5,0.3248824215,0.0296,0.0743,0.0821,0.0701,0.040144274,0.0024666667,0.0013888889,0.0047,0.002,0.0008173038,-0.0016500074,0.026259,0.022549,3.21
-0.24,2.07,1.28,-0.03,0.49,7.81,0.51,-2.47,1.8,3.07,448.13,12.5217,19.69,0.3237770308,0.0304,0.0717,0.0793,0.0656,0.0409002052,0.0025333333,0,0.0191,0.01,0.0006089618,-0.001390471,-0.004593,-0.005909,3.86
4.63,3.89,3.5,1.08,5.08,12.07,4.07,6.79,-1.3,3.4,467.83,12.5383,20.9033,0.3113628329,0.0302,0.0667,0.0731,0.0623,0.0403809173,0.0025166667,0.0041350793,0.0096,0.0051,0.0003142048,-0.0010548299,0.019884,0.01859,2.3
-0.72,0.07,-0.84,-9.4,-1.15,-9.27,-1.09,-4.39,-5.44,-2.79,461.79,12.5577,21.3967,0.3110794108,0.031,0.0693,0.0766,0.0651,0.0438535951,0.0025833333,0.0006863418,-0.0259,-0.0188,0.000576328,-0.0010516947,-0.008655,-0.012084,1.68
